street,zip,city,Use_Code,Tax_Year,Tax_Value,year_built,lot_size,finished_sq_feet,bathrooms,bedrooms,zestimate
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21103 Mulholland Dr,91364,WOODLAND HILLS,SingleFamily,2018,876000.0,1956,7773,2190,2.0,4,859890
5300 8th Ave,90043,LOS ANGELES,SingleFamily,2018,320128.0,1916,6075,1495,2.0,3,607047
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7032 Hatillo Ave,91306,WINNETKA,SingleFamily,2018,240015.0,1953,8283,1430,2.0,3,598196
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1205 S Mesa St,90731,SAN PEDRO,SingleFamily,2018,299112.0,1902,4500,1432,2.0,4,523455
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13600 Marina Pointe Drive 1203 # 1203,90292,Marina Del Rey,Unknown,NA,NA,NA,NA,NA,NA,NA,1978225
3595 Ocean View Ave,90066,LOS ANGELES,SingleFamily,2018,1325083.0,1940,5787,1632,2.5,3,1646041
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5145 Colfax Ave,91601,North Hollywood,SingleFamily,2018,977443.0,1940,8226,3403,NA,0,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11081 Charnock Rd,90034,LOS ANGELES,SingleFamily,2018,426673.0,1941,6164,2415,3.0,3,1744645
19031 Bassett St,91335,RESEDA,SingleFamily,2018,249575.0,1949,6180,814,1.0,2,489243
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18540 Brasilia Dr,91326,PORTER RANCH,SingleFamily,2018,562769.0,1978,9080,2552,3.0,4,882820
10940 Peach Grove St,91601,NORTH HOLLYWOOD,SingleFamily,2018,548899.0,1930,7000,1446,1.0,3,1003881
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4908 Zelzah Ave,91316,ENCINO,SingleFamily,2018,729905.0,1951,7560,1750,2.0,3,1018602
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231 S Reno St,90057,LOS ANGELES,SingleFamily,2018,52085.0,1909,4804,1530,1.0,2,718816
5241 Lennox Ave,91401,Sherman Oaks,SingleFamily,2018,458187.0,1952,6432,2230,3.0,3,1013942
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9847 Tujunga Canyon Pl,91042,TUJUNGA,SingleFamily,2018,603946.0,1959,6490,1831,2.0,3,776522
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4821 Calhoun Ave,91423,SHERMAN OAKS,SingleFamily,2018,780300.0,1940,6895,2004,3.0,4,1116619
8303 Holy Cross Pl,90045,LOS ANGELES,SingleFamily,2018,621676.0,1950,8350,3600,3.5,4,1990019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4118 Knobhill Dr,91403,SHERMAN OAKS,SingleFamily,2018,484288.0,1936,9588,820,1.0,1,1241861
350 W 71st St,90003,LOS ANGELES,MultiFamily2To4,2018,566000.0,1920,7500,2931,4.0,6,665018
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6540 Yolanda Ave,91335,RESEDA,SingleFamily,2018,492459.0,1951,6534,1516,2.0,3,577645
5150 Beeman Ave,91607,VALLEY VILLAGE,SingleFamily,2018,1478000.0,1937,17424,3611,4.5,4,2019860
6348 Mulholland Hwy,90068,Los Angeles,SingleFamily,2018,171145.0,NA,4131,NA,NA,0,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3234 W 59th St,90043,LOS ANGELES,MultiFamily2To4,2018,523248.0,2011,6255,3408,5.0,9,1111436
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10360 Tennessee Ave,90064,LOS ANGELES,SingleFamily,2018,1103903.0,1932,6477,1929,2.0,3,2006504
14811 Cohasset St,91405,VAN NUYS,SingleFamily,2018,478583.0,1950,6249,1653,1.5,3,579056
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1851 Barrywood Ave,90731,SAN PEDRO,SingleFamily,2018,245873.0,1963,7370,2198,3.0,4,808308
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6600 Lindenhurst Ave,90048,LOS ANGELES,SingleFamily,2018,832391.0,1927,6180,2483,3.0,4,2311212
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111 S Mapleton Dr,90024,LOS ANGELES,SingleFamily,2018,4432176.0,1954,56980,6118,6.0,4,13706265
7524 S Hoover St,90044,LOS ANGELES,SingleFamily,2018,310000.0,1923,7000,360,NA,NA,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619 W 109th St,90044,LOS ANGELES,SingleFamily,2018,224908.0,1924,5002,704,1.0,1,356898
4908 Riverton Ave,91601,NORTH HOLLYWOOD,SingleFamily,2018,309505.0,1927,6752,1612,2.0,2,1078431
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22010 Baltar St,91304,CANOGA PARK,Townhouse,2018,348936.0,1979,3611,1447,2.5,4,436393
11443 Tampa Ave UNIT 103,91326,Los angeles,Condominium,2018,496000.0,1975,543323,1409,3.0,3,466975
4865 San Feliciano Dr,91364,WOODLAND HILLS,SingleFamily,2018,319978.0,1975,11517,2442,3.0,4,924713
842 W 66th St,90044,LOS ANGELES,Triplex,2018,557908.0,1923,7151,1880,4.0,4,543380
2489 Walgrove Ave,90066,LOS ANGELES,MultiFamily2To4,2018,392837.0,1980,4679,2500,5.0,6,2216847
476 W Ofarrell St,90731,SAN PEDRO,Duplex,2018,178383.0,1912,4971,1769,2.0,4,567787
2800 Fairmount St,90033,Los Angeles,Apartment,2018,623945.0,1922,12330,5514,5.0,10,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036 Glen Arbor Ave,90041,LOS ANGELES,Triplex,2018,317823.0,1923,6061,1688,3.0,3,960448
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8715 Wiley Post Ave,90045,LOS ANGELES,SingleFamily,2018,681289.0,1943,5887,1184,2.0,3,853191
7231 Vassar Ave APT 120,91303,Canoga Park,Unknown,NA,NA,NA,NA,NA,NA,NA,751894
922 Oban Dr,90065,LOS ANGELES,SingleFamily,2018,61003.0,NA,6615,NA,NA,NA,
6147 W 76th St,90045,LOS ANGELES,SingleFamily,2018,122428.0,1947,6348,1665,2.0,3,1131610
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737 S Carmelina Ave,90025,LOS ANGELES,SingleFamily,2018,360605.0,1938,5693,821,1.0,2,1318565
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6201 Madden Ave,90043,LOS ANGELES,SingleFamily,2018,41313.0,1939,5701,1205,1.0,2,520188
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10526 Isadora Ln,90077,Los Angeles,SingleFamily,2018,115809.0,NA,7600,NA,NA,0,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5125 Russo St,90230,Los Angeles,SingleFamily,2018,659551.0,1967,5350,1734,2.0,3,1209606
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7903 Vanscoy Ave,91605,NORTH HOLLYWOOD,SingleFamily,2018,269931.0,1953,7353,1921,2.0,4,637216
3212 Isabel Dr,90065,Los Angeles,SingleFamily,2018,56718.0,NA,7498,NA,NA,0,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10101 Sunbrook Dr,90210,BEVERLY HILLS,SingleFamily,2018,2770574.0,1959,28363,2256,3.0,3,3692775
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10960 Mascarell Ave,91345,MISSION HILLS,SingleFamily,2018,184514.0,1955,6095,1247,2.0,4,523766
5672 Fallston St,90042,LOS ANGELES,SingleFamily,2018,220160.0,1947,6777,992,1.0,2,818285
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12136 Shady Hollow Ct,91326,PORTER RANCH,Condominium,2018,440887.0,1987,5752,2235,3.0,4,716959
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532 Solano Ave,90012,LOS ANGELES,SingleFamily,2018,57695.0,1895,5836,1103,1.0,3,612403
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17256 Lemay St,91406,VAN NUYS,SingleFamily,2018,616000.0,1948,9769,1728,3.0,4,682948
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1138 Spence St,90023,LOS ANGELES,SingleFamily,2018,111428.0,1941,4836,927,1.0,2,406656
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9958 Wornom Ave,91040,SUNLAND,SingleFamily,2018,37222.0,1952,6616,783,2.0,2,618750
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516 W 27th St,90007,LOS ANGELES,Duplex,2018,349704.0,NA,6999,1680,4.0,4,769152
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120 N Irving Blvd,90004,LOS ANGELES,SingleFamily,2018,3162000.0,1922,7135,3055,2.75,4,3533317
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1101 W 71st St,90044,LOS ANGELES,SingleFamily,2018,163840.0,1912,4801,1248,2.0,3,444615
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11801 Stanwood Dr,90066,LOS ANGELES,SingleFamily,2018,1281416.0,2005,8932,4630,NA,6,3375804
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3456 W 73rd St,90043,LOS ANGELES,SingleFamily,2018,210505.0,1939,6567,1942,1.0,3,667484
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4400 Mettler St,90011,Los Angeles,Unknown,NA,NA,NA,NA,NA,NA,NA,458959
4623 Saint Charles Pl,90019,Los Angeles,Duplex,2018,391582.0,1922,6308,2498,2.0,3,955988
9300 Brightwood Ct,91325,NORTHRIDGE,SingleFamily,2018,339941.0,1976,11287,2219,3.0,3,736804
6111 Westpark Dr,91606,NORTH HOLLYWOOD,SingleFamily,2018,507005.0,1947,6660,1020,2.0,2,646876
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6456 Teesdale Ave,91606,NORTH HOLLYWOOD,SingleFamily,2018,448335.0,1942,5502,1206,1.0,2,631716
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10818 Mather Ave,91040,SUNLAND,Duplex,2018,508000.0,1946,7784,1238,2.0,3,612397
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036 W Bloomwood Rd,90731,SAN PEDRO,SingleFamily,2018,88502.0,1961,8251,1430,2.0,4,722734
8569 Walnut Dr,90046,LOS ANGELES,SingleFamily,2018,731387.0,1947,3500,1690,2.0,2,1458776
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846 Marco Pl,90291,VENICE,SingleFamily,2018,169720.0,1924,3330,736,1.0,1,1708693
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2540 Onyx Dr,90032,LOS ANGELES,SingleFamily,2018,30527.0,1926,13811,780,1.0,2,637011
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17500 Osborne St,91325,Sherwood Forest,SingleFamily,2018,783452.0,1952,18525,4000,4.0,3,1274529
316 S Venice Blvd,90291,VENICE,SingleFamily,2018,1574202.0,1937,4968,3549,1.0,1,
1443 W 54th St,90062,Los Angeles,SingleFamily,NA,NA,NA,NA,NA,NA,0,586502
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13272 Phillippi Ave,91342,SYLMAR,SingleFamily,2018,71910.0,1958,20667,1084,2.0,3,542629
16830 Kinzie St,91343,Northridge,SingleFamily,2018,321185.0,1987,7579,2751,3.0,5,738898
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10623 Ayres Ave,90064,LOS ANGELES,MultiFamily2To4,2018,1251672.0,1929,6300,2730,4.0,4,2332418
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19212 Schoolcraft St,91335,RESEDA,SingleFamily,2018,87424.0,1955,6555,1261,2.0,3,546822
5639 Blackwelder St,90016,LOS ANGELES,SingleFamily,2018,67966.0,1928,4795,1166,2.0,3,714894
16206 Hamlin St,91406,VAN NUYS,SingleFamily,2018,575000.0,1950,6211,1272,1.0,3,603247
3282 Tilden Ave,90034,LOS ANGELES,Condominium,2018,1820700.0,1940,5366,2310,3.0,3,1530045
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13502 Erwin St,91401,VAN NUYS,SingleFamily,2018,277469.0,1952,12220,1545,2.0,2,826550
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3552 Redwood Ave,90066,LOS ANGELES,SingleFamily,2018,184345.0,1937,4902,1612,2.0,3,1517462
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750 N Martel Ave,90046,LOS ANGELES,SingleFamily,2018,924230.0,1926,3206,1112,2.0,2,1235642
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3325 Laurel Canyon Blvd,91604,STUDIO CITY,SingleFamily,2018,1187082.0,1951,17003,3881,5.0,4,2984181
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6741 Gentry Ave,91606,NORTH HOLLYWOOD,SingleFamily,2018,358763.0,1930,7840,1164,1.5,2,658132
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5081 Aldea Ave,91316,ENCINO,SingleFamily,2018,1118092.0,1952,18097,5590,6.0,5,3035129
144 W 101st St,90003,LOS ANGELES,SingleFamily,2018,384323.0,1929,5405,1100,1.0,2,421623
1459 Warnall Ave,90024,LOS ANGELES,SingleFamily,2018,483498.0,1931,6499,4390,5.0,6,3764482
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841 E 115th St,90059,LOS ANGELES,SingleFamily,2018,295753.0,1930,6000,1268,2.0,3,410018
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10870 Wellworth Ave,90024,LOS ANGELES,SingleFamily,2018,416091.0,1930,6882,1617,1.5,3,2026651
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5309 S Victoria Ave,90043,LOS ANGELES,SingleFamily,2018,297091.0,1928,7000,1958,2.0,3,776678
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11029 Tinker Ave,91042,TUJUNGA,SingleFamily,2018,662734.0,1966,6059,1778,3.0,4,666391
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5708 Wilhelmina Ave,91367,WOODLAND HILLS,SingleFamily,2018,120178.0,1964,14546,2566,3.0,4,984345
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1618 Lakme Ave,90744,WILMINGTON,SingleFamily,2018,275971.0,1952,5658,1558,2.0,3,524809
1011 S Mesa St,90731,SAN PEDRO,SingleFamily,2018,418860.0,1907,4356,1952,2.0,5,584843
6716 W 87th St,90045,LOS ANGELES,SingleFamily,2018,350763.0,1946,5260,2129,3.0,5,1348246
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276 W 22nd St,90007,LOS ANGELES,MultiFamily2To4,2018,1203600.0,1905,5858,3700,8.0,8,942215
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2325 S Cabrillo Ave,90731,SAN PEDRO,SingleFamily,2018,1029857.0,1981,4486,2734,2.5,3,807860
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11742 Missouri Ave,90025,LOS ANGELES,Duplex,2018,1131476.0,1925,5313,1798,2.0,3,1614944
1702 W 83rd St,90047,LOS ANGELES,Triplex,2018,66247.0,1932,6676,2767,3.0,7,686568
13864 Kinbrook St,91342,SYLMAR,SingleFamily,2018,526499.0,1965,7883,2468,3.0,4,686669
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9302 Oakmore Rd,90035,LOS ANGELES,SingleFamily,2018,328425.0,1941,9966,2547,2.0,3,3132967
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236 E 64th St,90003,LOS ANGELES,SingleFamily,2018,167580.0,1942,5400,913,1.0,2,369906
10639 Las Lunitas Ave,91042,TUJUNGA,SingleFamily,2018,331597.0,1954,6534,1553,2.0,3,691892
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3222 Inez St,90023,LOS ANGELES,SingleFamily,2018,609029.0,1920,4999,2361,3.0,3,634436
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4828 August St,90008,Los Angeles,MultiFamily5Plus,NA,NA,NA,NA,NA,1.0,1,
10750 Wilshire Blvd APT 904,90024,LOS ANGELES,Condominium,2018,1311327.0,1980,28062,2700,3.0,2,1683223
23843 Archwood St,91307,WEST HILLS,SingleFamily,2018,82474.0,1959,7901,1570,2.0,3,685656
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523 Lagoon Ave,90744,WILMINGTON,Triplex,2018,227778.0,1961,8449,2735,3.0,7,660851
1726 S La Brea Ave,90019,Los Angeles,MultiFamily2To4,NA,NA,1950,6520,4808,8.0,8,1631020
1606 Lakme Ave,90744,WILMINGTON,SingleFamily,2018,384794.0,1952,5662,1352,2.0,3,509652
2212 Fair Oak View Ter,90039,LOS ANGELES,SingleFamily,2018,21622.0,1952,1349,292,2.0,3,
16012 Eccles St,91343,NORTH HILLS,SingleFamily,2018,571200.0,1964,7702,1650,2.0,3,660879
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20946 Germain St,91311,CHATSWORTH,SingleFamily,2018,279679.0,1977,11002,2748,3.0,4,833021
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
